CustomerID,Recency,Frequency,MonetaryValue,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,RFM_Segment
12493.0,166,22,433.74,1,2,2,122,Lost
12494.0,16,77,1246.1000000000001,4,3,3,433,Potential Loyalists
12497.0,82,14,1043.1,2,1,3,213,Hibernating
12498.0,21,23,403.70000000000005,3,2,2,322,Need Attention
12500.0,23,61,4257.82,3,3,4,334,Promising
12501.0,337,149,2169.39,1,4,4,144,At Risk
12502.0,96,147,3723.87,2,4,4,244,At Risk
12504.0,18,9,482.04999999999995,4,1,2,412,New Customers
12506.0,233,23,73.5,1,2,1,121,Lost
12507.0,134,21,1304.81,2,2,3,223,Hibernating
12508.0,26,68,397.88,3,3,2,332,Need Attention
12509.0,284,7,176.5,1,1,1,111,Lost
12510.0,143,33,982.5699999999999,1,2,3,123,Hibernating
12512.0,66,31,132.18,2,2,1,221,Lost
12513.0,113,35,612.29,2,2,2,222,Lost
12514.0,267,51,1017.68,1,3,3,133,At Risk
12515.0,353,16,383.7,1,1,2,112,Lost
12516.0,78,26,1312.06,2,2,3,223,Hibernating
12517.0,28,279,2481.6,3,4,4,344,Loyal Customers
12518.0,1,124,2056.89,4,4,4,444,Champions
12519.0,64,17,330.84,2,1,2,212,Lost
12520.0,79,152,2634.26,2,4,4,244,At Risk
12521.0,143,38,599.68,1,2,2,122,Lost
12522.0,39,12,192.72,3,1,1,311,Need Attention
12523.0,19,106,1789.77,3,4,4,344,Loyal Customers
12524.0,9,144,4485.72,4,4,4,444,Champions
12526.0,1,71,1316.66,4,3,3,433,Potential Loyalists
12527.0,82,18,348.71000000000004,2,2,2,222,Lost
12528.0,9,92,1933.48,4,3,4,434,Potential Loyalists
12530.0,60,66,1662.28,2,3,4,234,At Risk
12531.0,15,17,125.22,4,1,1,411,New Customers
12532.0,30,16,349.83000000000004,3,1,2,312,Need Attention
12534.0,131,63,1089.18,2,3,3,233,At Risk
12535.0,92,34,716.35,2,2,3,223,Hibernating
12536.0,43,261,12601.830000000002,3,4,4,344,Loyal Customers
12538.0,29,21,363.95,3,2,2,322,Need Attention
12539.0,22,273,5568.35,3,4,4,344,Loyal Customers
12540.0,20,478,13400.24,3,4,4,344,Loyal Customers
12541.0,30,52,981.18,3,3,3,333,Promising
12544.0,36,19,372.7,3,2,2,322,Need Attention
12545.0,75,50,1000.39,2,3,3,233,At Risk
12546.0,47,69,1161.5,3,3,3,333,Promising
12547.0,198,8,207.79999999999998,1,1,1,111,Lost
12548.0,166,5,95.19999999999999,1,1,1,111,Lost
12550.0,79,57,964.83,2,3,3,233,At Risk
12551.0,358,10,168.0,1,1,1,111,Lost
12552.0,39,20,437.82,3,2,2,322,Need Attention
12553.0,8,191,3692.28,4,4,4,444,Champions
12556.0,50,119,599.56,3,4,2,342,Loyal Customers
12557.0,16,33,11990.960000000001,4,2,4,424,Potential Loyalists
12558.0,8,11,269.96,4,1,1,411,New Customers
12559.0,311,21,561.71,1,2,2,122,Lost
12560.0,5,105,2134.01,4,4,4,444,Champions
12561.0,303,16,238.85,1,1,1,111,Lost
12562.0,8,168,3781.7400000000002,4,4,4,444,Champions
12564.0,261,21,456.9,1,2,2,122,Lost
12565.0,289,9,145.92,1,1,1,111,Lost
12566.0,86,19,351.65,2,2,2,222,Lost
12567.0,23,446,9401.28,3,4,4,344,Loyal Customers
12569.0,2,188,4124.69,4,4,4,444,Champions
12571.0,40,34,519.61,3,2,2,322,Need Attention
12572.0,9,60,1020.42,4,3,3,433,Potential Loyalists
12573.0,227,28,160.54000000000002,1,2,1,121,Lost
12574.0,316,11,218.45,1,1,1,111,Lost
12576.0,36,88,1315.83,3,3,3,333,Promising
12577.0,35,146,626.6,3,4,2,342,Loyal Customers
12578.0,21,114,2794.51,3,4,4,344,Loyal Customers
12579.0,78,29,440.42,2,2,2,222,Lost
12580.0,247,24,415.7,1,2,2,122,Lost
12581.0,40,15,197.71,3,1,1,311,Need Attention
12582.0,239,22,511.36,1,2,2,122,Lost
12583.0,3,247,7281.38,4,4,4,444,Champions
12584.0,4,96,2338.15,4,3,4,434,Potential Loyalists
12585.0,234,87,2040.1,1,3,4,134,At Risk
12586.0,17,11,196.94000000000003,4,1,1,411,New Customers
12587.0,8,4,144.0,4,1,1,411,New Customers
12588.0,39,10,214.89999999999998,3,1,1,311,Need Attention
12589.0,29,35,646.68,3,2,2,322,Need Attention
12590.0,211,68,9864.26,1,3,4,134,At Risk
12591.0,317,26,452.84999999999997,1,2,2,122,Lost
12592.0,92,18,437.6,2,2,2,222,Lost
12593.0,109,21,418.09999999999997,2,2,2,222,Lost
12594.0,38,118,3338.2200000000003,3,4,4,344,Loyal Customers
12596.0,51,27,618.27,3,2,2,322,Need Attention
12597.0,19,206,3811.22,3,4,4,344,Loyal Customers
12598.0,10,132,3023.08,4,4,4,444,Champions
12599.0,29,62,1032.58,3,3,3,333,Promising
12600.0,29,64,2599.04,3,3,4,334,Promising
12601.0,190,28,577.0600000000001,1,2,2,122,Lost
12602.0,59,12,153.12,2,1,1,211,Lost
12603.0,22,2,739.1999999999999,3,1,3,313,Promising
12604.0,79,16,254.18,2,1,1,211,Lost
12607.0,60,101,1579.51,2,4,3,243,At Risk
12609.0,78,60,1126.85,2,3,3,233,At Risk
12610.0,23,106,2099.54,3,4,4,344,Loyal Customers
12611.0,52,65,1193.32,2,3,3,233,At Risk
12612.0,74,19,704.0400000000001,2,2,3,223,Hibernating
12613.0,57,153,3344.38,2,4,4,244,At Risk
12614.0,278,20,315.6,1,2,2,122,Lost
12615.0,2,105,2291.19,4,4,4,444,Champions
12616.0,95,32,713.3,2,2,3,223,Hibernating
12617.0,29,41,352.98,3,2,2,322,Need Attention
12618.0,22,11,177.31,3,1,1,311,Need Attention
12619.0,16,90,3641.24,4,3,4,434,Potential Loyalists
12620.0,15,92,1339.41,4,3,3,433,Potential Loyalists
12621.0,2,467,13689.67,4,4,4,444,Champions
12622.0,232,11,180.1,1,1,1,111,Lost
12623.0,276,18,305.1,1,2,1,121,Lost
12624.0,106,38,641.13,2,2,2,222,Lost
12625.0,212,86,2683.82,1,3,4,134,At Risk
12626.0,23,294,6620.48,3,4,4,344,Loyal Customers
12627.0,11,230,4478.53,4,4,4,444,Champions
12628.0,4,41,786.46,4,2,3,423,Potential Loyalists
12630.0,10,64,1270.88,4,3,3,433,Potential Loyalists
12631.0,57,31,640.5,2,2,2,222,Lost
12633.0,59,101,2163.98,2,4,4,244,At Risk
12635.0,90,101,1689.18,2,4,4,244,At Risk
12637.0,67,382,6002.9,2,4,4,244,At Risk
12638.0,33,39,671.69,3,2,3,323,Promising
12639.0,239,22,486.1,1,2,2,122,Lost
12640.0,24,53,1174.58,3,3,3,333,Promising
12641.0,115,10,185.9,2,1,1,211,Lost
12642.0,25,47,1013.26,3,3,3,333,Promising
12643.0,128,24,3344.64,2,2,4,224,Can't Lose Them
12644.0,130,31,477.91,2,2,2,222,Lost
12645.0,34,73,1775.18,3,3,4,334,Promising
12646.0,5,45,1346.97,4,3,3,433,Potential Loyalists
12647.0,22,121,3722.82,3,4,4,344,Loyal Customers
12648.0,155,21,318.05,1,2,2,122,Lost
12649.0,107,31,623.51,2,2,2,222,Lost
12650.0,3,20,314.44,4,2,2,422,Potential Loyalists
12651.0,335,9,114.0,1,1,1,111,Lost
12652.0,331,48,919.98,1,3,3,133,At Risk
12653.0,149,43,2209.85,1,3,4,134,At Risk
12654.0,11,38,601.98,4,2,2,422,Potential Loyalists
12656.0,17,126,4051.17,4,4,4,444,Champions
12657.0,11,47,1643.18,4,3,3,433,Potential Loyalists
12658.0,19,36,686.05,3,2,3,323,Promising
12659.0,30,5,91.68,3,1,1,311,Need Attention
12660.0,11,13,245.1,4,1,1,411,New Customers
12662.0,1,230,3849.78,4,4,4,444,Champions
12664.0,8,37,4881.88,4,2,4,424,Potential Loyalists
12665.0,325,3,63.0,1,1,1,111,Lost
12667.0,58,33,620.13,2,2,2,222,Lost
12668.0,12,161,3807.15,4,4,4,444,Champions
12669.0,151,101,2744.0299999999997,1,4,4,144,At Risk
12670.0,10,92,2996.05,4,3,4,434,Potential Loyalists
12672.0,330,10,225.89999999999998,1,1,1,111,Lost
12673.0,5,42,610.52,4,3,2,432,Potential Loyalists
12674.0,39,83,1970.6,3,3,4,334,Promising
12676.0,25,45,1331.39,3,3,3,333,Promising
12678.0,42,165,17628.46,3,4,4,344,Loyal Customers
12679.0,59,48,1113.02,2,3,3,233,At Risk
12680.0,1,52,862.81,4,3,3,433,Potential Loyalists
12681.0,15,638,13787.54,4,4,4,444,Champions
12682.0,4,524,12279.82,4,4,4,444,Champions
12683.0,4,344,8476.57,4,4,4,444,Champions
12684.0,8,105,2283.63,4,4,4,444,Champions
12685.0,28,157,2863.08,3,4,4,344,Loyal Customers
12686.0,372,7,89.14,1,1,1,111,Lost
12688.0,114,171,4873.8099999999995,2,4,4,244,At Risk
12689.0,26,72,1247.61,3,3,3,333,Promising
12690.0,206,16,389.01,1,1,2,112,Lost
12691.0,28,32,1035.8,3,2,3,323,Promising
12693.0,127,39,855.91,2,2,3,223,Hibernating
12694.0,70,37,869.67,2,2,3,223,Hibernating
12695.0,7,27,582.1,4,2,2,422,Potential Loyalists
12697.0,29,41,957.59,3,2,3,323,Promising
12700.0,8,268,4939.99,4,4,4,444,Champions
12701.0,80,53,797.71,2,3,3,233,At Risk
12702.0,20,12,219.0,3,1,1,311,Need Attention
12703.0,71,21,283.55,2,2,1,221,Lost
12704.0,7,88,2340.84,4,3,4,434,Potential Loyalists
12705.0,15,334,6868.29,4,4,4,444,Champions
12707.0,292,33,603.42,1,2,2,122,Lost
12708.0,30,157,2712.91,3,4,4,344,Loyal Customers
12709.0,15,207,9706.52,4,4,4,444,Champions
12710.0,97,77,1149.02,2,3,3,233,At Risk
12712.0,29,133,4396.13,3,4,4,344,Loyal Customers
12713.0,1,38,848.55,4,2,3,423,Potential Loyalists
12714.0,9,259,4708.86,4,4,4,444,Champions
12715.0,106,20,343.36,2,2,2,222,Lost
12716.0,4,69,1053.49,4,3,3,433,Potential Loyalists
12717.0,151,55,1030.98,1,3,3,133,At Risk
12718.0,71,19,238.25,2,2,1,221,Lost
12719.0,5,39,644.95,4,2,2,422,Potential Loyalists
12720.0,3,354,5781.73,4,4,4,444,Champions
12721.0,32,161,2656.13,3,4,4,344,Loyal Customers
12722.0,85,53,997.63,2,3,3,233,At Risk
12723.0,4,69,725.07,4,3,3,433,Potential Loyalists
12724.0,5,53,1031.41,4,3,3,433,Potential Loyalists
12725.0,371,24,427.8,1,2,2,122,Lost
12726.0,28,124,2609.1,3,4,4,344,Loyal Customers
12727.0,11,139,3980.7,4,4,4,444,Champions
12728.0,71,46,836.33,2,3,3,233,At Risk
12729.0,114,26,453.01,2,2,2,222,Lost
12731.0,24,274,18895.91,3,4,4,344,Loyal Customers
12732.0,180,12,236.26000000000002,1,1,1,111,Lost
12733.0,234,22,383.95,1,2,2,122,Lost
12734.0,353,4,110.39999999999999,1,1,1,111,Lost
12735.0,315,43,779.5699999999999,1,3,3,133,At Risk
12736.0,333,4,234.0,1,1,1,111,Lost
12738.0,372,11,155.35,1,1,1,111,Lost
12739.0,78,38,1013.04,2,2,3,223,Hibernating
12740.0,64,27,427.6,2,2,2,222,Lost
12743.0,134,131,540.13,2,4,2,242,At Risk
12744.0,52,222,21279.29,2,4,4,244,At Risk
12747.0,2,103,4196.01,4,4,4,444,Champions
12748.0,1,4412,33053.19,4,4,4,444,Champions
12749.0,4,199,4090.88,4,4,4,444,Champions
12750.0,129,15,275.88,2,1,1,211,Lost
12752.0,81,53,4366.78,2,3,4,234,At Risk
12753.0,23,197,21429.39,3,4,4,344,Loyal Customers
12754.0,236,63,3010.74,1,3,4,134,At Risk
12755.0,281,4,3811.95,1,1,4,114,Can't Lose Them
12756.0,87,4,112.07999999999998,2,1,1,211,Lost
12757.0,16,364,7834.650000000001,4,4,4,444,Champions
12758.0,117,97,2791.59,2,3,4,234,At Risk
12759.0,52,95,1531.44,2,3,3,233,At Risk
12762.0,8,69,1898.52,4,3,4,434,Potential Loyalists
12763.0,138,18,494.08,2,2,2,222,Lost
12764.0,317,45,1693.88,1,3,4,134,At Risk
12766.0,4,310,6989.63,4,4,4,444,Champions
12769.0,239,32,1143.6,1,2,3,123,Hibernating
12770.0,211,12,1351.45,1,1,3,113,Hibernating
12772.0,60,55,892.47,2,3,3,233,At Risk
12775.0,17,66,1386.04,4,3,3,433,Potential Loyalists
12778.0,20,50,822.23,3,3,3,333,Promising
12779.0,38,149,3981.36,3,4,4,344,Loyal Customers
12781.0,64,25,826.74,2,2,3,223,Hibernating
12782.0,5,103,2330.92,4,4,4,444,Champions
12783.0,2,84,2225.91,4,3,4,434,Potential Loyalists
12784.0,9,57,532.8199999999999,4,3,2,432,Potential Loyalists
12785.0,364,14,311.95,1,1,2,112,Lost
12787.0,10,20,463.66,4,2,2,422,Potential Loyalists
12789.0,65,4,91.85,2,1,1,211,Lost
12790.0,192,21,324.92,1,2,2,122,Lost
12791.0,374,2,192.60000000000002,1,1,1,111,Lost
12792.0,257,25,400.53999999999996,1,2,2,122,Lost
12793.0,335,24,545.48,1,2,2,122,Lost
12794.0,53,45,860.41,2,3,3,233,At Risk
12795.0,19,14,430.48,3,1,2,312,Need Attention
12797.0,366,13,254.03,1,1,1,111,Lost
12798.0,10,8,6977.04,4,1,4,414,New Customers
12802.0,187,25,427.58,1,2,2,122,Lost
12808.0,37,28,483.65000000000003,3,2,2,322,Need Attention
12809.0,178,25,489.31,1,2,2,122,Lost
12811.0,261,31,514.85,1,2,2,122,Lost
12812.0,45,15,229.64000000000001,3,1,1,311,Need Attention
12814.0,102,2,125.92,2,1,1,211,Lost
12815.0,148,47,1063.46,1,3,3,133,At Risk
12816.0,96,29,572.2,2,2,2,222,Lost
12817.0,281,4,166.04,1,1,1,111,Lost
12818.0,262,14,1542.08,1,1,3,113,Hibernating
12820.0,3,59,942.34,4,3,3,433,Potential Loyalists
12821.0,214,6,92.72,1,1,1,111,Lost
12822.0,71,46,948.88,2,3,3,233,At Risk
12823.0,75,5,1759.5,2,1,4,214,Can't Lose Them
12824.0,60,25,397.12,2,2,2,222,Lost
12826.0,3,91,1474.72,4,3,3,433,Potential Loyalists
12827.0,6,25,430.15000000000003,4,2,2,422,Potential Loyalists
12828.0,3,56,1018.71,4,3,3,433,Potential Loyalists
12829.0,337,11,293.0,1,1,1,111,Lost
12830.0,38,38,6814.64,3,2,4,324,Promising
12831.0,262,9,215.05,1,1,1,111,Lost
12832.0,32,27,383.03,3,2,2,322,Need Attention
12833.0,145,24,417.38,1,2,2,122,Lost
12834.0,283,18,312.38,1,2,2,122,Lost
12836.0,59,174,2610.36,2,4,4,244,At Risk
12837.0,173,12,134.1,1,1,1,111,Lost
12838.0,34,120,671.95,3,4,3,343,Loyal Customers
12839.0,3,314,5591.42,4,4,4,444,Champions
12840.0,144,113,2726.77,1,4,4,144,At Risk
12841.0,5,414,3991.58,4,4,4,444,Champions
12842.0,70,34,1118.99,2,2,3,223,Hibernating
12843.0,66,103,1702.26,2,4,4,244,At Risk
12844.0,29,52,325.96000000000004,3,3,2,332,Need Attention
12845.0,267,27,354.09,1,2,2,122,Lost
12847.0,22,84,843.64,3,3,3,333,Promising
12849.0,31,48,1010.29,3,3,3,333,Promising
12851.0,97,47,131.81,2,3,1,231,At Risk
12852.0,295,17,311.55,1,1,2,112,Lost
12853.0,135,78,1957.1000000000001,2,3,4,234,At Risk
12854.0,79,109,1316.25,2,4,3,243,At Risk
12855.0,373,3,38.1,1,1,1,111,Lost
12856.0,8,311,2170.78,4,4,4,444,Champions
12857.0,211,46,1106.4,1,3,3,133,At Risk
12863.0,52,5,521.2,2,1,2,212,Lost
12864.0,138,3,147.12,2,1,1,211,Lost
12865.0,26,95,1568.23,3,3,3,333,Promising
12866.0,283,26,559.12,1,2,2,122,Lost
12867.0,26,534,4009.34,3,4,4,344,Loyal Customers
12868.0,186,107,1607.0600000000002,1,4,3,143,At Risk
12871.0,84,11,380.64,2,1,2,212,Lost
12872.0,327,66,599.97,1,3,2,132,At Risk
12873.0,282,4,374.0,1,1,2,112,Lost
12875.0,143,2,343.2300000000001,1,1,2,112,Lost
12876.0,58,85,2218.02,2,3,4,234,At Risk
12877.0,4,154,1535.77,4,4,3,443,Loyal Customers
12878.0,236,47,854.99,1,3,3,133,At Risk
12879.0,45,10,573.22,3,1,2,312,Need Attention
12881.0,276,7,298.0,1,1,1,111,Lost
12882.0,9,13,1463.04,4,1,3,413,New Customers
12883.0,25,42,703.47,3,3,3,333,Promising
12884.0,88,7,309.05,2,1,2,212,Lost
12885.0,63,71,1175.22,2,3,3,233,At Risk
12886.0,68,82,1378.4,2,3,3,233,At Risk
12888.0,214,5,354.12,1,1,2,112,Lost
12890.0,24,79,376.71999999999997,3,3,2,332,Need Attention
12891.0,186,3,331.0,1,1,2,112,Lost
12893.0,31,31,176.55,3,2,1,321,Need Attention
12895.0,42,22,372.8,3,2,2,322,Need Attention
12897.0,205,4,216.5,1,1,1,111,Lost
12901.0,9,116,17654.54,4,4,4,444,Champions
12902.0,265,10,138.68,1,1,1,111,Lost
12904.0,18,71,496.06,4,3,2,432,Potential Loyalists
12906.0,12,63,2919.81,4,3,4,434,Potential Loyalists
12908.0,176,2,750.0,1,1,3,113,Hibernating
12909.0,40,91,2178.67,3,3,4,334,Promising
12910.0,23,75,3075.04,3,3,4,334,Promising
12912.0,3,24,1662.3,4,2,4,424,Potential Loyalists
12913.0,5,50,2483.63,4,3,4,434,Potential Loyalists
12915.0,149,22,363.65,1,2,2,122,Lost
12916.0,139,103,2944.95,2,4,4,244,At Risk
12917.0,128,2,594.0,2,1,2,212,Lost
12919.0,8,50,1335.19,4,3,3,433,Potential Loyalists
12920.0,17,27,162.78,4,2,1,421,Potential Loyalists
12921.0,9,720,16587.09,4,4,4,444,Champions
12922.0,161,28,405.38,1,2,2,122,Lost
12923.0,64,28,172.82,2,2,1,221,Lost
12924.0,88,30,933.7,2,2,3,223,Hibernating
12925.0,5,45,694.05,4,3,3,433,Potential Loyalists
12928.0,35,84,2062.7000000000003,3,3,4,334,Promising
12929.0,312,8,117.85,1,1,1,111,Lost
12930.0,78,25,415.8,2,2,2,222,Lost
12931.0,22,82,42055.96,3,3,4,334,Promising
12933.0,24,106,607.53,3,4,2,342,Loyal Customers
12935.0,2,129,2160.7,4,4,4,444,Champions
12936.0,17,62,1063.9,4,3,3,433,Potential Loyalists
12937.0,15,120,1504.27,4,4,3,443,Loyal Customers
12938.0,26,9,114.14,3,1,1,311,Need Attention
12939.0,64,47,11581.8,2,3,4,234,At Risk
12940.0,55,96,899.69,2,3,3,233,At Risk
12942.0,131,70,675.6,2,3,3,233,At Risk
12944.0,36,30,604.51,3,2,2,322,Need Attention
12945.0,288,23,462.95,1,2,2,122,Lost
12947.0,144,97,1603.99,1,3,3,133,At Risk
12948.0,16,116,2064.95,4,4,4,444,Champions
12949.0,31,215,4167.22,3,4,4,344,Loyal Customers
12950.0,2,23,1843.0,4,2,4,424,Potential Loyalists
12951.0,9,63,1064.07,4,3,3,433,Potential Loyalists
12952.0,6,79,1387.79,4,3,3,433,Potential Loyalists
12953.0,10,17,329.85,4,1,2,412,New Customers
12955.0,1,180,4757.16,4,4,4,444,Champions
12956.0,306,19,108.07,1,2,1,121,Lost
12957.0,10,238,4017.54,4,4,4,444,Champions
12962.0,7,16,266.39,4,1,1,411,New Customers
12963.0,8,95,1856.63,4,3,4,434,Potential Loyalists
12965.0,89,108,769.8100000000001,2,4,3,243,At Risk
12966.0,10,10,160.18,4,1,1,411,New Customers
12967.0,358,19,1660.9,1,2,4,124,Can't Lose Them
12968.0,112,5,135.95,2,1,1,211,Lost
12970.0,7,129,405.47,4,4,2,442,Loyal Customers
12971.0,4,305,11189.91,4,4,4,444,Champions
12974.0,198,8,144.8,1,1,1,111,Lost
12976.0,212,22,738.6,1,2,3,123,Hibernating
12977.0,156,9,39.239999999999995,1,1,1,111,Lost
12980.0,158,20,7374.900000000001,1,2,4,124,Can't Lose Them
12981.0,30,20,372.21999999999997,3,2,2,322,Need Attention
12982.0,243,28,390.54,1,2,2,122,Lost
12984.0,19,4,97.5,3,1,1,311,Need Attention
12985.0,1,76,1239.38,4,3,3,433,Potential Loyalists
12987.0,74,28,558.7,2,2,2,222,Lost
12988.0,292,83,505.82,1,3,2,132,At Risk
12989.0,3,64,6924.110000000001,4,3,4,434,Potential Loyalists
12990.0,31,13,409.5,3,1,2,312,Need Attention
12991.0,23,31,503.76,3,2,2,322,Need Attention
12993.0,23,27,414.76,3,2,2,322,Need Attention
12994.0,4,61,974.4200000000001,4,3,3,433,Potential Loyalists
12995.0,85,3,211.32,2,1,1,211,Lost
12997.0,22,59,1226.89,3,3,3,333,Promising
12999.0,196,28,455.88,1,2,2,122,Lost
13000.0,107,31,534.85,2,2,2,222,Lost
13001.0,4,337,9785.970000000001,4,4,4,444,Champions
13002.0,318,7,120.94999999999999,1,1,1,111,Lost
13003.0,106,6,149.05,2,1,1,211,Lost
